session_id	session_order	acq_time
anodalpost	1	2016-06-10T16:41:22
anodalpre	1	2016-06-10T15:53:35
anodaltDCS	1	2016-06-10T16:18:52
cathodalpost	2	2016-06-21T11:30:33
cathodalpre	2	2016-06-21T10:44:01
cathodaltDCS	2	2016-06-21T11:08:16
