session_id	session_order	acq_time
cathodalpost	1	2015-05-08T15:11:12
cathodalpre	1	2015-05-08T14:15:48
cathodaltDCS	1	2015-05-08T14:39:33
anodalpost	2	2015-05-15T14:34:18
anodalpre	2	2015-05-15T13:46:41
anodaltDCS	2	2015-05-15T14:11:15
