session_id	session_order	acq_time
anodalpost	1	2015-04-10T11:50:09
anodalpre	1	2015-04-10T10:59:36
anodaltDCS	1	2015-04-10T11:26:40
cathodalpost	2	2015-04-17T11:46:41
cathodalpre	2	2015-04-17T10:55:07
cathodaltDCS	2	2015-04-17T11:22:11
