session_id	session_order	acq_time
cathodalpost	1	2016-05-06T16:56:07
cathodalpre	1	2016-05-06T16:09:27
cathodaltDCS	1	2016-05-06T16:34:05
anodalpost	2	2016-05-13T16:34:36
anodalpre	2	2016-05-13T15:44:16
anodaltDCS	2	2016-05-13T16:09:42
