session_id	session_order	acq_time
anodalpost	1	2016-03-08T12:01:44
anodalpre	1	2016-03-08T11:11:30
anodaltDCS	1	2016-03-08T11:38:27
cathodalpost	2	2016-03-15T11:35:12
cathodalpre	2	2016-03-15T10:46:20
cathodaltDCS	2	2016-03-15T11:12:39
