session_id	session_order	acq_time
anodalpost	1	2016-04-18T12:49:06
anodalpre	1	2016-04-18T11:59:47
anodaltDCS	1	2016-04-18T12:25:18
cathodalpost	2	2016-04-25T12:01:49
cathodalpre	2	2016-04-25T11:14:55
cathodaltDCS	2	2016-04-25T11:39:09
