session_id	session_order	acq_time
anodalpost	1	2016-04-11T16:59:41
anodalpre	1	2016-04-11T16:11:01
anodaltDCS	1	2016-04-11T16:35:32
cathodalpost	2	2016-04-19T16:16:50
cathodalpre	2	2016-04-19T15:29:48
cathodaltDCS	2	2016-04-19T15:54:11
