session_id	session_order	acq_time
anodalpost	1	2015-02-24T17:57:39
anodalpre	1	2015-05-18T14:49:37
anodaltDCS	1	2015-02-24T17:28:04
cathodalpost	2	2015-03-03T17:59:32
cathodalpre	2	2015-03-03T17:07:17
cathodaltDCS	2	2015-03-03T17:35:09
