session_id	session_order	acq_time
cathodalpost	1	2015-04-22T11:56:28
cathodalpre	1	2015-04-22T11:11:04
cathodaltDCS	1	2015-04-22T11:34:49
anodalpost	2	2015-04-28T15:07:13
anodalpre	2	2015-04-28T14:10:59
anodaltDCS	2	2015-04-28T14:40:22
