session_id	session_order	acq_time
cathodalpost	1	2015-03-09T18:17:23
cathodalpre	1	2015-03-09T17:19:38
cathodaltDCS	1	2015-03-09T17:40:23
anodalpost	2	2015-03-16T17:30:59
anodalpre	2	2015-03-16T16:39:12
anodaltDCS	2	2015-03-16T17:01:51
