session_id	session_order	acq_time
cathodalpost	1	2016-04-11T12:19:54
cathodalpre	1	2016-04-11T11:31:16
cathodaltDCS	1	2016-04-11T11:56:52
anodalpost	2	2016-04-15T16:53:28
anodalpre	2	2016-04-15T16:05:21
anodaltDCS	2	2016-04-15T16:30:09
